44.873163367,65.4862314222,1.0,
50.2019901353,57.2887070237,1.0,
50.2030159093,57.2759595595,1.0,
50.2061923353,57.2802635516,1.0,
50.2105044488,57.2716644701,1.0,
50.2120820423,57.2749027045,1.0,
50.212967695,57.2719104531,1.0,
50.2139954206,57.2764816442,1.0,
50.2153851942,57.2755029844,1.0,
50.2371223782,57.2320122511,1.0,
50.2487599396,57.2406957494,1.0,
50.2493802099,57.2449942738,2.0,
50.2502408778,57.2425291754,1.0,
50.2503004511,57.2436902282,1.0,
50.2503810333,57.2444108422,1.0,
50.2508294726,57.2469432499,1.0,
50.2510316477,57.2440016707,1.0,
50.2510761086,57.2426316499,1.0,
50.2516811045,57.2431165645,1.0,
50.2519568244,57.248166794,1.0,
50.2527304222,57.2436455732,2.0,
50.2527926248,57.2428947438,1.0,
50.253080785,57.2386476689,1.0,
50.2534752011,57.2373828136,1.0,
50.2535479326,57.2431600342,1.0,
50.2537464483,57.2385452291,1.0,
50.2538385981,57.2483010974,1.0,
50.2540293757,57.242281572,1.0,
50.2541967581,57.2427403558,2.0,
50.2542659864,57.2363230649,1.0,
50.2544406103,57.2400681061,1.0,
50.2544450025,57.2386136251,2.0,
50.2545370624,57.2393480884,1.0,
50.254549294,57.2407649658,2.0,
50.2548351655,57.2438584705,2.0,
50.2549780221,57.2475616035,1.0,
50.2553499645,57.2363656018,1.0,
50.2553577852,57.2459242581,4.0,
50.2555805382,57.2419371413,1.0,
50.2557326304,57.2408846078,1.0,
50.2557910641,57.2402221044,1.0,
50.2558673483,57.2392872622,1.0,
50.2560259547,57.2359774898,1.0,
50.2560772388,57.2282345298,2.0,
50.2561204638,57.2350239542,1.0,
50.2561917182,57.2415244925,1.0,
50.2563914854,57.2401569722,1.0,
50.2564048398,57.2401719794,8.0,
50.2564827714,57.2154955256,1.0,
50.256521975,57.2464566598,1.0,
50.2567044851,57.2346805538,2.0,
50.2568685777,57.2441549589,1.0,
50.2569187037,57.2399266145,1.0,
50.2570578928,57.243195887,1.0,
50.2571104508,57.2397867539,4.0,
50.257160848,57.2384965333,1.0,
50.2573692347,57.2402299069,1.0,
50.2576779702,57.2347978328,1.0,
50.2577404987,57.2367707524,2.0,
50.2577582497,57.2308850535,1.0,
50.2577728751,57.2362009332,1.0,
50.2586652825,57.2383652569,1.0,
50.258724698,57.2438868161,1.0,
50.258878885,57.2307176826,1.0,
50.2592189062,57.2443942922,1.0,
50.2593185369,57.2350758822,1.0,
50.2593454672,57.2302489168,1.0,
50.2594591848,57.2358733768,1.0,
50.2595865487,57.2377408614,1.0,
50.2597899747,57.2434635113,1.0,
50.2607674892,57.2273015339,1.0,
50.2608682254,57.2321503671,1.0,
50.2609892897,57.2231327237,1.0,
50.261107732,57.2074961833,2.0,
50.2611394287,57.2342250118,1.0,
50.2611532631,57.2224437153,1.0,
50.2613763605,57.2057369915,1.0,
50.2614505598,57.2347854864,1.0,
50.2615786391,57.2238587202,1.0,
50.2616777151,57.2339861596,1.0,
50.2616835695,57.2316975708,1.0,
50.2617138236,57.2088881471,1.0,
50.2623192068,57.2313417135,2.0,
50.2625504252,57.2095987083,1.0,
50.2629586011,57.2333046298,1.0,
50.2630954689,57.2338876576,1.0,
50.2631906438,57.2073956726,1.0,
50.2632596587,57.2310908344,1.0,
50.2634900508,57.2124556708,2.0,
50.2636845357,57.2132164754,1.0,
50.2637529525,57.2341552295,1.0,
50.2638155852,57.214123216,1.0,
50.2639722308,57.232480536,1.0,
50.2639740604,57.2355304617,1.0,
50.2641374613,57.2058906015,1.0,
50.2642454631,57.2075541095,1.0,
50.2643511741,57.233211361,1.0,
50.2643773502,57.2139747336,1.0,
50.2644832152,57.2364875419,1.0,
50.2645129287,57.1988369952,1.0,
50.26454272,57.2375690485,2.0,
50.2648398821,57.2321366412,1.0,
50.2648665417,57.2014814834,1.0,
50.2649157954,57.2355974743,1.0,
50.2650384519,57.2068754235,1.0,
50.2651198323,57.2127168147,1.0,
50.2651500476,57.2113426897,1.0,
50.2651623446,57.2333548741,1.0,
50.2653029663,57.2383148019,2.0,
50.2653613805,57.2485669566,1.0,
50.2653965969,57.2135067029,1.0,
50.2654835232,57.2418574871,1.0,
50.2654850041,57.2310493616,1.0,
50.2656087439,57.221670503,1.0,
50.2656204801,57.2329395215,1.0,
50.2658150033,57.2114861299,1.0,
50.2658256986,57.2394433064,1.0,
