-7984705509.67,-8044732196.77,1.0,
-19268479.7552,-20007176.1563,1.0,
-19267562.5872,-20007516.9029,1.0,
44.1976144542,66.5841159915,1.0,
44.2733160496,65.6624209766,1.0,
44.5851297239,65.5648573806,1.0,
44.6432864498,65.4467767709,1.0,
44.6970423438,65.3926860252,1.0,
44.7133905868,65.5816733475,2.0,
44.7193540806,65.44211837,1.0,
44.7258112967,65.6555447694,1.0,
44.7316492541,65.5034849263,1.0,
44.7358090591,65.5392287474,1.0,
44.7406497809,65.5416710384,8.0,
44.7423697613,65.4870426811,2.0,
44.7427344287,65.5024244269,1.0,
44.7460911294,65.5227045572,2.0,
44.7462333903,65.5954628602,1.0,
44.7467006118,65.492041367,1.0,
44.7470414192,65.5385577812,1.0,
44.7480502203,65.5102134965,2.0,
44.7491295219,65.5330609771,4.0,
44.7492089992,65.5554444819,1.0,
44.7508534628,65.5444096191,4.0,
44.7536779453,65.5247063138,1.0,
44.7546184711,65.5349085802,2.0,
44.755717347,65.3863921675,1.0,
44.7557533909,65.5166973063,16.0,
44.7566594845,65.4770065926,4.0,
44.7573963552,65.4397816893,1.0,
44.7587339379,65.5129494739,2.0,
44.7592766189,65.5346708961,8.0,
44.7602070175,65.4922908178,2.0,
44.7613277658,65.5413743893,2.0,
44.7622831297,65.599952566,1.0,
44.7624446088,65.5436254391,16.0,
44.7632327822,65.5530086548,4.0,
44.7649622749,65.5186586285,1.0,
44.7654340542,65.498778741,1.0,
44.7654951029,65.5852764093,2.0,
44.7674101679,65.5659881496,1.0,
44.7676680972,65.5020555324,2.0,
44.7678943649,65.5517271337,32.0,
44.7688572288,65.5394918233,8.0,
44.7688947207,65.5629439573,16.0,
44.7697137669,65.4917210468,2.0,
44.7706953178,65.5112494916,2.0,
44.7713678771,65.4838992897,1.0,
44.7715746606,65.5312270778,1.0,
44.7718840657,65.5501738371,64.0,
44.7722780278,65.5594678797,32.0,
44.7726733983,65.5585852922,1.0,
44.7731417056,65.5472717829,1.0,
44.7741224285,65.513810688,1.0,
44.7754227029,65.4217879137,1.0,
44.7761169499,65.5546619619,8.0,
44.7763718224,65.5479808178,32.0,
44.7769079559,65.5090076191,4.0,
44.7785536197,65.5598859025,16.0,
44.7788169461,65.5392311758,8.0,
44.7793929523,65.5440518008,4.0,
44.7804424201,65.5570994553,1.0,
44.7808127008,65.5690903402,4.0,
44.7810810753,65.5208867524,1.0,
44.7813521969,65.5656018536,8.0,
44.7817984043,65.5275521513,8.0,
44.7820179267,65.5150097686,2.0,
44.7821875406,65.5615333182,2.0,
44.7822116812,65.5346450701,64.0,
44.7826947919,65.5059439787,2.0,
44.7839474443,65.4848918245,1.0,
44.7855053109,65.4246657414,1.0,
44.7862800056,65.5139281884,8.0,
44.7903524093,65.5427681273,1.0,
44.7914036669,65.4966760702,1.0,
44.7917447089,65.5061811671,2.0,
44.7920423131,65.3306093804,1.0,
44.7928447753,65.5207448861,4.0,
44.7937246296,65.5210364971,1.0,
44.7940563903,65.5401572911,4.0,
44.7944946116,65.5906635369,1.0,
44.7948847098,65.5142155155,2.0,
44.7949688965,65.6229503366,1.0,
44.7954292941,65.4374409265,1.0,
44.7958268715,65.5259644172,32.0,
44.7971495199,65.4929870271,8.0,
44.7987246526,65.5822085032,1.0,
44.7994555515,65.6054802655,1.0,
44.7998264345,65.5036130166,2.0,
44.7998981249,65.5438110973,8.0,
44.7999120034,65.5116997993,1.0,
44.8011181364,65.5249665012,1.0,
44.8011252881,65.4998802918,4.0,
44.8018559604,65.5215224038,8.0,
44.8019035674,65.651146592,1.0,
44.8019081583,65.59519554,4.0,
44.8025189823,65.5093376483,8.0,
44.8041695183,65.5329418199,4.0,
44.8042922337,65.5445520963,2.0,
44.8059311615,65.5417480834,1.0,
44.8059788571,65.5197490847,16.0,
44.8061376744,65.5212663633,32.0,
44.8073435917,65.584443028,1.0,
44.8075832013,65.5167535116,4.0,
44.8082833339,65.5474812636,4.0,
