45.0279991567,78.3689408726,2.0
45.0139045025,78.3924622792,1.0
45.0144118814,78.3936218295,4.0
45.0007606686,78.359742434,1.0
45.0464780246,78.3655761631,1.0
45.0142614624,78.4002280614,1.0
45.0393442087,78.4310212913,1.0
44.9958319519,78.3607860831,1.0
45.0134484462,78.3593883362,1.0
44.8665777335,78.7776627257,1.0
45.0288560101,78.3740789216,2.0
44.936321639,78.1980811269,1.0
44.9807664522,78.5811239446,1.0
45.0211716415,78.3790787279,2.0
44.9961645928,78.3579392429,1.0
45.0294312891,78.3791424079,1.0
45.0080321971,78.3860806543,1.0
45.0390283654,78.3573861602,1.0
45.0164400981,78.3697900536,1.0
45.0050492129,78.3743452131,1.0
45.0169498777,78.4280219845,2.0
45.007209873,78.3530586315,1.0
45.0333943321,78.3731426922,1.0
45.0164047025,78.3961719953,2.0
45.0348974726,78.3735299663,2.0
44.9964914454,78.3619238591,1.0
45.0252045906,78.3697809004,2.0
45.028840259,78.3763190928,1.0
45.0021475492,78.4315353328,1.0
45.0322313172,78.3744752903,2.0
45.0227671017,78.3704036634,2.0
44.8740706796,78.7186170415,1.0
44.9913270364,78.4032922083,1.0
45.0375774288,78.3790593797,1.0
45.0051777002,78.4312492108,1.0
45.0388385336,78.3784157197,2.0
45.0161503662,78.3881645169,1.0
44.996309202,78.3994261547,1.0
44.9697113846,78.4191054363,1.0
45.018293626,78.3658965622,1.0
45.0172774983,78.4001912705,2.0
45.0235663385,78.3746475599,2.0
45.0058638017,78.3583028148,2.0
45.0407490423,78.3671672702,1.0
45.0248922447,78.379026444,2.0
44.8557689236,78.7742966497,1.0
44.8162768502,78.8478555634,1.0
44.8524900403,78.83298994,1.0
45.0363105967,78.3812562563,1.0
44.9964749194,78.3957511656,2.0
45.0041380532,78.3518943747,1.0
45.0075157044,78.3713727594,2.0
45.0934896482,78.6001323162,1.0
45.0141853765,78.3428210673,2.0
45.0237111704,78.3723675185,1.0
45.0010531677,78.403543219,2.0
45.0146876882,78.3625955991,1.0
44.8589670042,78.7685398362,1.0
44.8618732013,78.7673589634,2.0
45.0221938631,78.3629331653,1.0
45.0114894781,78.3791922162,1.0
44.9964397052,78.4061723789,2.0
45.0112744499,78.3763518043,1.0
44.9891091747,78.4035478914,1.0
45.0189984416,78.3580285642,1.0
45.0153248183,78.3924548553,2.0
45.0292002737,78.4215444361,1.0
45.0240515807,78.3770752545,4.0
45.0355337757,78.3753269256,2.0
45.0175777851,78.4273753895,2.0
45.0401194956,78.4329529249,1.0
44.9929441347,78.3525623229,1.0
45.013455619,78.3622485978,1.0
44.9915580893,78.402026338,2.0
45.0138377974,78.3582499138,1.0
45.0186758519,78.3555253128,2.0
45.0259517149,78.358855655,1.0
45.0027135659,78.3635523178,2.0
44.9958119929,78.3536121919,2.0
45.0227796601,78.3828393609,2.0
45.0180187256,78.3624377828,1.0
45.0253559591,78.3888019123,1.0
45.0029205826,78.3936721941,2.0
45.0086044777,78.3575735451,1.0
45.0159201738,78.3442814983,2.0
44.9981048541,78.3978536449,2.0
45.0082326276,78.3646758746,2.0
45.0066651723,78.3235531368,1.0
45.043248388,78.3654893544,2.0
44.8900634661,78.2978661317,1.0
45.0028208066,78.3459068316,2.0
45.0044461366,78.3774133612,1.0
45.0127627769,78.3786558065,1.0
45.0329197427,78.3840848548,1.0
45.0381582121,78.3789102201,1.0
45.0268632395,78.3863249169,2.0
44.9986523621,78.3517571228,2.0
45.0326693284,78.3779409851,1.0
45.0091747322,78.3580514802,1.0
45.0241423486,78.3885646895,1.0
44.8662481441,78.7765810285,1.0
45.037440274,78.3690305666,1.0
45.0225964392,78.3833719898,1.0
45.0203078172,78.3529414112,1.0
45.0325316016,78.3731541638,2.0
45.0085068437,78.3912406537,2.0
44.9988638478,78.3956162991,1.0
45.0325086432,78.3646933606,1.0
45.0219796242,78.3560516566,1.0
44.8084402332,78.8686638773,1.0
45.0215125029,78.3906049886,2.0
45.0233029279,78.3593200546,1.0
45.0314184267,78.3872798106,1.0
44.9920789767,78.3532468835,1.0
45.0263509888,78.3740520214,1.0
45.0062778431,78.3886070825,2.0
44.8601003386,78.7506081419,1.0
44.872622879,78.7270811381,1.0
44.8694205876,78.7108135711,1.0
45.005366419,78.3937089568,1.0
45.0112925718,78.3725396092,1.0
45.026933143,78.3846256644,1.0
45.0040749753,78.3763211774,1.0
45.0239535095,78.3751672359,2.0
45.0139216732,78.3414819575,2.0
45.0080691575,78.4007162591,2.0
45.0219906916,78.3815546847,4.0
45.0212992086,78.3720013662,2.0
45.0217440339,78.361179315,2.0
45.019468438,78.3923983743,2.0
44.8513852524,78.82135966,1.0
44.9797839939,78.404391886,2.0
45.0163911646,78.3732378776,2.0
44.8624300912,78.7259554693,1.0
45.0069274127,78.4357532642,1.0
44.8580327547,78.8088694734,1.0
45.0228536826,78.3786679335,1.0
45.0272834011,78.3748656735,2.0
45.0223047507,78.4221275142,1.0
45.000051253,78.4350837167,1.0
45.0190555733,78.3418805331,2.0
45.0267711928,78.3750729989,1.0
45.0142772338,78.3942625659,1.0
45.0085613574,78.3918342442,1.0
45.0203172427,78.3560657873,1.0
45.0045869883,78.3876083309,1.0
45.0021033877,78.389389154,1.0
45.016597486,78.3780317154,2.0
45.0195758054,78.3782046596,1.0
45.0165138321,78.3797576225,2.0
44.9954907299,78.3620389355,1.0
45.01785849,78.3603793816,2.0
44.9565178914,78.4160268668,1.0
45.0193659773,78.3530949947,4.0
45.0273354518,78.3628168418,2.0
45.0279963554,78.4231723698,2.0
44.9953635012,78.4015696897,1.0
45.0050538894,78.377122621,4.0
45.0232710627,78.4228485412,1.0
45.029412179,78.3719796239,2.0
44.997508353,78.3556435438,2.0
45.0427149502,78.3666502669,1.0
44.9952930378,78.4024749291,1.0
45.0304952903,78.3736470994,1.0
45.0001964462,78.4016980793,2.0
45.0034403507,78.3580484697,1.0
45.0295587693,78.4123297173,1.0
45.0270931422,78.4101810834,1.0
45.0201047191,78.3779414471,1.0
45.0331096541,78.4108545548,1.0
45.0238134192,78.3917143153,1.0
45.0081978618,78.3854240439,2.0
45.0090705569,78.3615072919,2.0
44.9941086008,78.4222368344,1.0
45.0216816999,78.4205687627,1.0
45.0030414897,78.3483808564,1.0
45.023246479,78.3711543069,2.0
44.9940974335,78.36967094,1.0
45.0338462045,78.3776862708,1.0
45.0439444789,78.4291032462,1.0
45.0328448738,78.3764473012,1.0
45.0239996347,78.385678527,1.0
45.0095450924,78.3943322461,1.0
45.0134025434,78.3458894147,1.0
45.0163156683,78.3507310738,2.0
45.0026979258,78.3490325837,2.0
45.0177364188,78.3758371085,4.0
45.0256225223,78.3882286884,1.0
45.0231955675,78.4188361337,1.0
45.0308055752,78.4202700437,1.0
44.9943124107,78.4034422991,1.0
44.9951035306,78.4066582277,1.0
45.0248067191,78.3903034181,1.0
44.8608257591,78.7684901672,1.0
45.0236417412,78.3700607933,2.0
44.9992557725,78.3633628461,1.0
45.0387063492,78.3765064926,1.0
45.0407551661,78.369787944,1.0
45.0017063338,78.3950422254,2.0
45.0177128674,78.393632484,1.0
45.0322085456,78.420200494,1.0
45.0139419408,78.3695730897,1.0
45.0183905585,78.3905955539,1.0
45.0149013811,78.3962037715,2.0
45.0147587809,78.3949550568,2.0
45.0179889774,78.4021910139,4.0
45.0371570316,78.3807211573,1.0
45.0029513978,78.3947612714,1.0
44.9689924114,78.4206514354,1.0
45.007738752,78.3967881415,1.0
45.0151518734,78.3647692556,1.0
45.0014209555,78.3629919132,1.0
44.9986269054,78.3535267448,2.0
45.0109773944,78.3816869754,1.0
45.0194170202,78.3917190889,2.0
44.8662439608,78.7296546691,1.0
44.8630431289,78.7740838984,1.0
45.0122652759,78.3583366257,1.0
45.0219518144,78.3795213399,4.0
44.8649510383,78.7764858974,1.0
44.9977308676,78.3958613213,1.0
45.009046684,78.4004431558,1.0
45.0415210792,78.3661762455,2.0
45.0157090908,78.3823404715,1.0
45.0169371845,78.3578918435,1.0
45.0061338741,78.360825969,1.0
45.0306833441,78.3851489898,1.0
45.0007565502,78.3633916272,2.0
44.8684328821,78.7779672338,1.0
45.0161735517,78.3887664863,1.0
45.0186984926,78.3944677052,2.0
45.017368333,78.3732715374,2.0
44.8346849239,78.8303868589,1.0
45.0232448642,78.3907785581,2.0
44.9945971463,78.3958020879,2.0
45.011080737,78.3539459121,1.0
45.0129322248,78.4354283585,1.0
45.0039962364,78.3896508983,1.0
44.993506177,78.3532403134,4.0
44.9998196062,78.3481560281,2.0
44.9994867135,78.3940225754,1.0
45.0514109165,78.6467975418,1.0
45.0002255047,78.346863448,2.0
45.0195123802,78.3710109654,1.0
45.0333679159,78.3611506536,2.0
45.0209935488,78.3528242732,2.0
45.0118925662,78.3456416216,1.0
44.8480981661,78.3446185864,1.0
45.0093664685,78.3415878552,1.0
45.0004099279,78.3539716139,1.0
45.0099473889,78.3689739425,1.0
44.8622339736,78.7394279431,1.0
44.9940426313,78.3690909664,1.0
45.0299339763,78.3748135448,2.0
44.8604105454,78.7291308814,1.0
45.0264308871,78.3773938499,4.0
45.0075754257,78.3428506226,2.0
45.012386632,78.3989257701,1.0
45.0252703271,78.3839985377,1.0
45.0104811078,78.3972952002,2.0
44.9959350279,78.4064071354,4.0
45.0237682289,78.3895705636,2.0
45.0204266305,78.3579586683,1.0
44.9720053747,78.422652736,1.0
44.9935785592,78.396404395,1.0
44.9723907637,78.4229006688,2.0
45.0101696585,78.3988762816,2.0
45.0155837488,78.365724064,1.0
45.0132361594,78.3960659376,2.0
45.0322613377,78.3772828233,1.0
45.0433612354,78.3685035708,1.0
45.0107545449,78.3953323451,2.0
45.0001216059,78.3636700959,1.0
45.0223045161,78.3731341352,1.0
45.0132560313,78.3569373008,1.0
45.0072386267,78.3902102107,1.0
45.0373729173,78.3681478124,1.0
45.0202596486,78.3705264818,1.0
45.0081048682,78.397133392,2.0
45.022234215,78.3713668747,1.0
45.0002442966,78.3966400093,2.0
45.0224476514,78.3753468721,1.0
45.0244439307,78.3760034628,2.0
44.8643315988,78.7444433096,1.0
45.0080019124,78.3906661083,2.0
45.0177142164,78.3684992756,2.0
45.0436999584,78.3740520802,1.0
44.8648339117,78.7240160509,2.0
45.0073699532,78.4002548214,1.0
44.9744077476,78.4206548773,1.0
45.0296123211,78.3805791998,1.0
45.0388871698,78.3747922233,2.0
44.9896847433,78.4752198396,1.0
44.8651109724,78.7440697441,1.0
45.0157426336,78.3439570723,1.0
44.8674700401,78.7246097772,1.0
45.0177933319,78.3619508311,2.0
44.9984003075,78.3997158957,1.0
45.0011798835,78.3980409801,1.0
44.8120329834,78.8607084057,1.0
45.000767982,78.3530794166,1.0
44.9976209285,78.357132869,2.0
44.9993916653,78.3566091498,2.0
44.9925029735,78.3534859237,2.0
45.0391002423,78.3719006485,1.0
44.8689234871,78.7246670086,1.0
45.0100954763,78.3445202187,2.0
45.0013884989,78.3929344815,2.0
45.0242460886,78.3738845465,2.0
45.0309007399,78.3869087485,2.0
45.0287443203,78.382827664,1.0
44.9933143862,78.396593675,2.0
45.0092177928,78.3633720942,4.0
45.0200249871,78.3571726464,1.0
45.0157558303,78.4000184704,1.0
45.0283017134,78.3754427006,1.0
44.8712290612,78.7695708308,1.0
45.0046297621,78.3828487809,1.0
45.0255554347,78.3520398441,4.0
45.0094512934,78.3740683437,2.0
45.0067168235,78.3718424991,1.0
45.0076791992,78.4038966024,2.0
45.013408202,78.3972808972,1.0
45.0047772244,78.3875578753,2.0
45.0167788774,78.3548790688,1.0
45.0303676767,78.4173381987,1.0
45.0049203225,78.3673648556,1.0
45.021202014,78.370502504,1.0
45.0035600866,78.3501754978,2.0
44.8088328259,78.866847277,1.0
45.01025487,78.3921008375,1.0
45.0400036833,78.3767675853,2.0
45.0108617814,78.3864393615,2.0
45.0220821507,78.3926714241,4.0
44.9977529322,78.4026651805,1.0
45.0150331569,78.3507741506,2.0
45.0174323326,78.3743351335,2.0
45.0149226781,78.3745537988,2.0
45.0345550685,78.3705406335,1.0
45.0028098223,78.3509792562,2.0
44.9939421205,78.4057317954,1.0
45.0306169295,78.3728462208,4.0
45.0013710919,78.3638803509,1.0
44.8642031807,78.7234468103,1.0
45.0161500372,78.3648191283,2.0
45.0226514726,78.3794454147,1.0
45.0065100125,78.403324674,2.0
45.0186206174,78.393063787,1.0
44.8571377625,78.7994640305,1.0
45.0249475134,78.4185294701,1.0
45.0015701535,78.3550634007,2.0
45.020168987,78.3809674123,2.0
45.0411439011,78.365441852,1.0
45.008433826,78.3868205897,2.0
45.0336043755,78.3823806755,2.0
44.9685921296,78.4193530676,2.0
45.0433198887,78.3753762348,4.0
45.0221715529,78.3889353018,2.0
45.0019124197,78.4028609444,1.0
45.0355199544,78.4200977768,2.0
45.0206483753,78.3605432037,1.0
45.0105067158,78.3486709268,4.0
45.0153279771,78.3531457352,1.0
45.0316909799,78.3758211164,2.0
44.9997841007,78.3574098477,1.0
45.0158355343,78.3752657832,2.0
45.0044332104,78.370188238,1.0
44.8671321092,78.7805171347,1.0
45.0147600501,78.3945680962,1.0
45.0160017085,78.402441759,1.0
45.0095784637,78.3765671698,1.0
